"","IsCanceled","LeadTime","ArrivalDateYear","ArrivalDateMonth","ArrivalDateWeekNumber","ArrivalDateDayOfMonth","StaysInWeekendNights","StaysInWeekNights","Adults","Children","Babies","Meal","Country","MarketSegment","DistributionChannel","IsRepeatedGuest","PreviousCancellations","PreviousBookingsNotCanceled","ReservedRoomType","AssignedRoomType","BookingChanges","DepositType","Agent","Company","DaysInWaitingList","CustomerType","ADR","RequiredCarParkingSpaces","TotalOfSpecialRequests","ReservationStatus","ReservationStatusDate","ID"
"51728",0,192,2016,"June",26,24,0,2,1,0,0,"BB","ROU","Offline TA/TO","TA/TO",0,0,0,"A","F",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51729",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51730",0,265,2016,"June",26,24,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",115,0,1,"Check-Out",2016-06-26,"city"
"51731",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51732",0,79,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51733",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51734",0,190,2016,"June",26,22,0,4,2,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51735",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51736",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51737",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51738",0,265,2016,"June",26,24,0,2,1,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","D",1,"No Deposit","6","NULL",0,"Transient-Party",87,0,0,"Check-Out",2016-06-26,"city"
"51739",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","F",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51740",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51741",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51742",0,192,2016,"June",26,24,0,2,2,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","34","NULL",0,"Transient-Party",110,0,0,"Check-Out",2016-06-26,"city"
"51743",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51744",0,4,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","F",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51745",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51746",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51747",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",2,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51748",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","F",1,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51749",0,190,2016,"June",26,22,0,4,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",2,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51750",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51751",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51752",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51753",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51754",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51755",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51756",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51757",0,191,2016,"June",26,23,0,3,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",2,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51758",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51759",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51760",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","F",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51761",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51762",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","E",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51763",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51764",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","B",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51765",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51766",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51767",0,0,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",2,"No Deposit","34","NULL",0,"Transient-Party",0,0,0,"Check-Out",2016-06-26,"city"
"51768",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51769",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51770",0,191,2016,"June",26,23,0,3,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51771",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","F",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51772",0,192,2016,"June",26,24,0,2,1,0,0,"BB","BRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51773",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51774",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51775",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51776",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",2,"No Deposit","34","NULL",0,"Transient-Party",110,0,0,"Check-Out",2016-06-26,"city"
"51777",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51778",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51779",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51780",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51781",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","E",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51782",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51783",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51784",0,191,2016,"June",26,23,0,3,1,0,0,"BB","OMN","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51785",0,192,2016,"June",26,24,0,2,1,0,0,"BB","BRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51786",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51787",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51788",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51789",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51790",0,8,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51791",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51792",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51793",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51794",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51795",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","E",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51796",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51797",0,235,2016,"June",26,24,0,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",61,"Transient-Party",65,0,1,"Check-Out",2016-06-26,"city"
"51798",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51799",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51800",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51801",0,192,2016,"June",26,24,0,2,1,0,0,"BB","HUN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51802",0,265,2016,"June",26,24,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",115,0,1,"Check-Out",2016-06-26,"city"
"51803",0,265,2016,"June",26,24,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",115,0,1,"Check-Out",2016-06-26,"city"
"51804",0,265,2016,"June",26,24,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","6","NULL",0,"Transient-Party",115,0,1,"Check-Out",2016-06-26,"city"
"51805",0,265,2016,"June",26,24,0,2,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",1,"No Deposit","6","NULL",0,"Transient-Party",90,0,0,"Check-Out",2016-06-26,"city"
"51806",0,235,2016,"June",26,24,0,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",61,"Transient-Party",65,0,1,"Check-Out",2016-06-26,"city"
"51807",0,192,2016,"June",26,24,0,2,1,0,0,"BB","DNK","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51808",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51809",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51810",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51811",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51812",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51813",0,192,2016,"June",26,24,0,2,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51814",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","F",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51815",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51816",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51817",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51818",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51819",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","E",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51820",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51821",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51822",0,192,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51823",0,192,2016,"June",26,24,0,2,1,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Check-Out",2016-06-26,"city"
"51824",0,0,2016,"June",27,26,1,0,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","9","NULL",0,"Transient",127,0,0,"Check-Out",2016-06-27,"city"
"51825",0,20,2016,"June",27,26,1,0,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",89,0,1,"Check-Out",2016-06-27,"city"
"51826",0,87,2016,"June",27,26,1,0,2,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",85.5,0,1,"Check-Out",2016-06-27,"city"
"51827",0,93,2016,"June",27,26,1,0,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",85.5,0,1,"Check-Out",2016-06-27,"city"
"51828",0,59,2016,"June",27,26,1,0,2,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",89.1,0,1,"Check-Out",2016-06-27,"city"
"51829",0,24,2016,"June",27,26,1,0,3,0,0,"BB","POL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",147,0,1,"Check-Out",2016-06-27,"city"
"51830",0,166,2016,"June",26,23,1,3,2,1,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","7","NULL",0,"Transient",110.37,0,2,"Check-Out",2016-06-27,"city"
"51831",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51832",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","C",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51833",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51834",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51835",0,265,2016,"June",26,24,1,2,1,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","B",1,"No Deposit","6","NULL",0,"Transient-Party",83.33,0,0,"Check-Out",2016-06-27,"city"
"51836",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51837",0,82,2016,"June",27,26,1,0,2,0,0,"BB","AUS","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,1,"Check-Out",2016-06-27,"city"
"51838",0,34,2016,"June",27,26,1,0,1,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",94.5,0,1,"Check-Out",2016-06-27,"city"
"51839",0,84,2016,"June",27,26,1,0,2,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,1,"Check-Out",2016-06-27,"city"
"51840",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51841",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","1","NULL",0,"Transient-Party",32.5,0,1,"Check-Out",2016-06-27,"city"
"51842",0,14,2016,"June",27,26,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",110,1,1,"Check-Out",2016-06-27,"city"
"51843",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51844",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","B",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51845",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","B",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51846",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51847",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51848",0,53,2016,"June",26,24,1,2,3,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","D",1,"No Deposit","1","NULL",0,"Transient-Party",94.25,0,1,"Check-Out",2016-06-27,"city"
"51849",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51850",0,14,2016,"June",27,26,1,0,2,0,0,"BB","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",101,0,1,"Check-Out",2016-06-27,"city"
"51851",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
"51852",0,53,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out",2016-06-27,"city"
